,SRC_ADD,DES_ADD,PKT_ID,FROM_NODE,TO_NODE,PKT_TYPE,PKT_SIZE,FLAGS,FID,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,NODE_NAME_FROM,NODE_NAME_TO,PKT_IN,PKT_OUT,PKT_R,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,UTILIZATION,PKT_DELAY,PKT_SEND_TIME,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,PKT_CLASS
6018,6.0,24.6,438280.0,6.0,21.0,tcp,1540.0,-------,7.0,12561.0,16091.0,24780100.0,clien-6,Switch1,39.246525,39.246525,39.256648,0.0,328.192835,505416.0,1540.0,0.236321,0.0,39.246525,39.276894,1.0,50.029102,Normal
6019,25.0,20.0,60236.0,21.0,20.0,ack,576.0,-------,0.0,191889.0,7110.0,4095360.0,switch1,clienthttp,57.309005,57.309005,57.348221,0.0,95.145988,54804.1,576.0,0.039056,0.133519,57.214702,57.348221,1.27255,75.999821,Normal
6020,11.1,24.31,345903.0,11.0,22.0,cbr,1000.0,-------,32.0,895.0,6250.0,6250000.0,clien-11,Switch2,32.16,32.16,32.17008,0.0,124.943825,124944.0,1000.0,0.059605,0.000273,32.16,32.190513,25.0,75.02248,Normal
6021,9.0,24.9,364607.0,21.0,23.0,tcp,1540.0,-------,10.0,10692.0,16085.0,24770900.0,Switch1,Router,33.604992,33.604992,33.615115,0.0,328.063862,505218.0,1540.0,0.236234,0.000385,33.594869,33.625623,1.0,50.030088,Normal
6022,24.9,9.0,425336.0,23.0,21.0,ack,55.0,-------,10.0,12221.0,16085.0,884675.0,Router,Switch1,38.264507,38.264507,38.27451,0.0,328.064183,18043.5,55.0,0.008437,0.0,38.254504,38.284514,1.030058,50.060098,Normal
6023,11.0,24.11,289504.0,22.0,23.0,tcp,1540.0,-------,12.0,8811.0,16103.0,24798600.0,Switch2,Router,27.842555,27.843109,27.853232,0.000554,328.522879,505925.0,1540.0,0.236498,0.0016,27.832432,27.864402,1.0,50.016373,Normal
6024,24.6,6.0,116884.0,24.0,23.0,ack,55.0,-------,7.0,3635.0,16091.0,885005.0,server1,Router,12.219504,12.219504,12.229507,0.0,328.19309,18050.6,55.0,0.00844,0.0,12.219504,12.249514,1.030048,50.059112,Normal
6025,13.0,24.13,36512.0,13.0,22.0,tcp,1540.0,-------,14.0,1144.0,16103.0,24798600.0,clien-13,Switch2,4.64851,4.64851,4.658634,0.0,328.460131,505828.0,1540.0,0.236498,0.0,4.64851,4.67888,1.0,50.025737,Normal
6026,24.6,6.0,316021.0,21.0,6.0,ack,55.0,-------,7.0,9467.0,16091.0,885005.0,Switch1,clien-6,29.886822,29.886822,29.896826,0.0,328.19309,18050.6,55.0,0.00844,0.0,29.866816,29.896826,1.030048,50.059112,Normal
6027,7.0,24.7,250002.0,7.0,21.0,tcp,1540.0,-------,8.0,7797.0,16090.0,24778600.0,clien-7,Switch1,24.751458,24.751458,24.761581,0.0,328.167486,505378.0,1540.0,0.236307,0.0,24.751458,24.781827,1.0,50.029842,Normal
6028,24.6,6.0,282342.0,21.0,6.0,ack,55.0,-------,7.0,8622.0,16091.0,885005.0,Switch1,clien-6,27.302328,27.302328,27.312331,0.0,328.19309,18050.6,55.0,0.00844,0.0,27.282322,27.312331,1.030048,50.059112,Normal
6029,24.7,7.0,510953.0,21.0,7.0,ack,55.0,-------,8.0,14371.0,16090.0,884950.0,Switch1,clien-7,44.840678,44.840678,44.850682,0.0,328.167767,18049.2,55.0,0.00844,0.0,44.820672,44.850682,1.030051,50.059851,Normal
6030,11.2,24.53,66762.0,23.0,24.0,cbr,692.0,-------,32.0,2561.0,9108.0,6302740.0,router,server1,63.34149,63.344831,63.354886,0.003341,1016.449678,703384.0,692.0,0.060108,0.037172,63.317714,63.354886,1.0,9.960601,UDP-Flood
6031,15.1,24.35,563057.0,22.0,23.0,cbr,1000.0,-------,36.0,2977.0,6250.0,6250000.0,Switch2,Router,48.82608,48.82648,48.83656,0.0004,124.942227,124942.0,1000.0,0.059605,0.000867,48.816,48.847107,25.0,75.02312,Normal
6032,14.1,24.34,506925.0,14.0,22.0,cbr,1000.0,-------,35.0,2439.0,6250.0,6250000.0,clien-14,Switch2,44.512,44.512,44.52208,0.0,124.942626,124943.0,1000.0,0.059605,0.000687,44.512,44.542927,25.0,75.02296,Normal
6033,2.0,24.2,366315.0,23.0,24.0,tcp,1540.0,-------,3.0,10747.0,16091.0,24780100.0,Router,server1,33.747573,33.747573,33.757696,0.0,328.26404,505526.0,1540.0,0.236321,0.0,33.727326,33.757696,1.0,50.018467,Normal
6034,1.0,24.1,443574.0,1.0,21.0,tcp,1540.0,-------,2.0,12694.0,16091.0,24780100.0,clien-1,Switch1,39.65204,39.65204,39.662163,0.0,328.297855,505578.0,1540.0,0.236321,0.0,39.65204,39.68241,1.0,50.013418,Normal
6035,0.1,24.2,591348.0,0.0,21.0,cbr,1000.0,-------,21.0,3756.0,6250.0,6250000.0,clien-0,Switch1,55.048,55.048,55.05808,0.0,124.944425,124944.0,1000.0,0.059605,0.0,55.048,55.07824,25.0,75.02224,Normal
6036,24.11,11.0,300595.0,24.0,23.0,ack,55.0,-------,12.0,9089.0,16103.0,885665.0,server1,Router,28.684797,28.684797,28.6948,0.0,328.522947,18068.8,55.0,0.008446,0.0,28.684797,28.714806,1.030019,50.046382,Normal
6037,11.0,24.11,149091.0,23.0,24.0,tcp,1540.0,-------,12.0,4653.0,16103.0,24798600.0,Router,server1,15.27332,15.27332,15.283443,0.0,328.522879,505925.0,1540.0,0.236498,0.0,15.253074,15.283443,1.0,50.016373,Normal
6038,10.0,24.1,308410.0,10.0,22.0,tcp,1540.0,-------,11.0,9295.0,16103.0,24798600.0,clien-10,Switch2,29.283218,29.283218,29.293341,0.0,328.561898,505985.0,1540.0,0.236498,3e-06,29.283218,29.31359,1.0,50.010552,Normal
6039,4.1,24.24,611998.0,4.0,21.0,cbr,1000.0,-------,25.0,4781.0,6250.0,6250000.0,clien-4,Switch1,63.248,63.248,63.25808,0.0,124.942826,124943.0,1000.0,0.059605,0.00064,63.248,63.27888,25.0,75.02288,Normal
6040,15.0,24.15,3055.0,22.0,23.0,tcp,1540.0,-------,16.0,94.0,16092.0,24781700.0,Switch2,Router,1.508443,1.508443,1.518566,0.0,328.205808,505437.0,1540.0,0.236337,0.0,1.49832,1.52869,1.0,50.030211,Normal
6041,24.14,14.0,513428.0,23.0,22.0,ack,55.0,-------,15.0,14449.0,16103.0,885665.0,Router,Switch2,45.020064,45.020064,45.030067,0.0,328.432001,18063.8,55.0,0.008446,0.0,45.010061,45.04007,1.030038,50.059974,Normal
6042,8.1,24.28,407121.0,21.0,23.0,cbr,1000.0,-------,29.0,1482.0,6250.0,6250000.0,Switch1,Router,36.86608,36.866669,36.876749,0.000589,124.941228,124941.0,1000.0,0.059605,0.001273,36.856,36.887513,25.0,75.02352,Normal
6043,9.0,24.9,252616.0,23.0,24.0,tcp,1540.0,-------,10.0,7881.0,16085.0,24770900.0,Router,server1,25.019264,25.019264,25.029387,0.0,328.063862,505218.0,1540.0,0.236234,0.0,24.999018,25.029387,1.0,50.030088,UDP-Flood
6044,9.0,24.9,266436.0,21.0,23.0,tcp,1540.0,-------,10.0,8229.0,16085.0,24770900.0,Switch1,Router,26.073866,26.073866,26.083989,0.0,328.063862,505218.0,1540.0,0.236234,0.0,26.063742,26.094112,1.0,50.030088,Normal
6045,24.6,6.0,40193.0,24.0,23.0,ack,55.0,-------,7.0,1249.0,16091.0,885005.0,server1,Router,4.992357,4.992357,5.00236,0.0,328.19309,18050.6,55.0,0.00844,0.0,4.992357,5.022366,1.030048,50.059112,Normal
6046,19.1,24.39,617622.0,23.0,24.0,cbr,1000.0,-------,40.0,5060.0,6250.0,6250000.0,Router,server1,65.50088,65.50168,65.51176,0.0008,124.940628,124941.0,1000.0,0.059605,0.00152,65.48,65.51176,25.0,75.02376,Normal
6047,24.7,7.0,114345.0,21.0,7.0,ack,55.0,-------,8.0,3557.0,16090.0,884950.0,Switch1,clien-7,12.001074,12.001074,12.011077,0.0,328.167767,18049.2,55.0,0.00844,0.0,11.981067,12.011077,1.030051,50.059851,Normal
6048,24.11,11.0,239419.0,23.0,22.0,ack,55.0,-------,12.0,7467.0,16103.0,885665.0,Router,Switch2,23.765754,23.765754,23.775757,0.0,328.522947,18068.8,55.0,0.008446,0.0,23.75575,23.78576,1.030019,50.046382,Normal
6049,24.11,11.0,305817.0,23.0,22.0,ack,55.0,-------,12.0,9220.0,16103.0,885665.0,Router,Switch2,29.095621,29.095621,29.105624,0.0,328.522947,18068.8,55.0,0.008446,0.0,29.085618,29.115627,1.030019,50.046382,Normal
6050,6.1,24.26,635044.0,23.0,24.0,cbr,1000.0,-------,27.0,5925.0,6250.0,6250000.0,Router,server1,72.42064,72.42112,72.4312,0.00048,124.942027,124942.0,1000.0,0.059605,0.00096,72.4,72.4312,25.0,75.0232,Normal
6051,5.2,24.47,48331.0,23.0,24.0,cbr,1500.0,-------,26.0,1851.0,9108.0,13662000.0,router,server1,46.07828,46.133234,46.143354,0.054954,1016.522962,1524780.0,1500.0,0.130291,0.087354,46.056,46.143354,1.0,9.959955,UDP-Flood
6052,24.9,9.0,40225.0,24.0,23.0,ack,55.0,-------,10.0,1247.0,16085.0,884675.0,server1,Router,4.994331,4.994331,5.004334,0.0,328.064183,18043.5,55.0,0.008437,0.0,4.994331,5.024341,1.030058,50.060098,UDP-Flood
6053,24.13,13.0,205331.0,23.0,22.0,ack,55.0,-------,14.0,6401.0,16103.0,885665.0,Router,Switch2,20.554814,20.554814,20.564818,0.0,328.460278,18065.3,55.0,0.008446,0.0,20.544811,20.574821,1.030032,50.055747,Normal
6054,24.13,13.0,46471.0,23.0,22.0,ack,55.0,-------,14.0,1448.0,16103.0,885665.0,Router,Switch2,5.596173,5.596173,5.606176,0.0,328.460278,18065.3,55.0,0.008446,0.0,5.58617,5.616179,1.030032,50.055747,Normal
6055,12.0,24.12,545398.0,12.0,22.0,tcp,1540.0,-------,13.0,15264.0,16103.0,24798600.0,clien-12,Switch2,47.463723,47.463723,47.473847,0.0,328.491489,505876.0,1540.0,0.236498,0.0,47.463723,47.494093,1.0,50.021057,Normal
6056,24.12,12.0,267797.0,24.0,23.0,ack,55.0,-------,13.0,8262.0,16103.0,885665.0,server1,Router,26.167867,26.167867,26.17787,0.0,328.491596,18067.0,55.0,0.008446,0.0,26.167867,26.197877,1.030026,50.051067,Normal
6057,24.0,0.0,168914.0,24.0,23.0,ack,55.0,-------,1.0,5269.0,16091.0,885005.0,server1,Router,17.121225,17.121225,17.131228,0.0,328.316229,18057.4,55.0,0.00844,0.0,17.121225,17.151235,1.03001,50.040685,Normal
6058,24.11,11.0,44954.0,24.0,23.0,ack,55.0,-------,12.0,1395.0,16103.0,885665.0,server1,Router,5.442003,5.442003,5.452006,0.0,328.522947,18068.8,55.0,0.008446,0.0,5.442003,5.472013,1.030019,50.046382,Normal
6059,9.0,24.9,216038.0,9.0,21.0,tcp,1540.0,-------,10.0,6733.0,16085.0,24770900.0,clien-9,Switch1,21.555309,21.555309,21.565432,0.0,328.063862,505218.0,1540.0,0.236234,0.0,21.555309,21.585678,1.0,50.030088,Normal
6060,24.11,11.0,453249.0,23.0,22.0,ack,55.0,-------,12.0,12936.0,16103.0,885665.0,Router,Switch2,40.403872,40.403872,40.413875,0.0,328.522947,18068.8,55.0,0.008446,0.0,40.393869,40.423879,1.030019,50.046382,Normal
6061,24.12,12.0,513301.0,23.0,22.0,ack,55.0,-------,13.0,14444.0,16103.0,885665.0,Router,Switch2,45.010888,45.010888,45.020891,0.0,328.491596,18067.0,55.0,0.008446,0.0,45.000885,45.030895,1.030026,50.051067,Normal
6062,10.0,24.1,26638.0,23.0,24.0,tcp,1540.0,-------,11.0,841.0,16103.0,24798600.0,Router,server1,3.739546,3.739546,3.74967,0.0,328.561898,505985.0,1540.0,0.236498,0.0,3.7193,3.74967,1.0,50.010552,Normal
6063,24.13,13.0,411419.0,22.0,13.0,ack,55.0,-------,14.0,11874.0,16103.0,885665.0,Switch2,clien-13,37.204901,37.204901,37.214904,0.0,328.460278,18065.3,55.0,0.008446,0.0,37.184895,37.214904,1.030032,50.055747,Normal
6064,9.1,24.29,493664.0,9.0,21.0,cbr,1000.0,-------,30.0,2312.0,6250.0,6250000.0,clien-9,Switch1,43.496,43.496,43.50608,0.0,124.940828,124941.0,1000.0,0.059605,0.001328,43.496,43.527568,25.0,75.02368,Normal
6065,0.1,24.2,387608.0,0.0,21.0,cbr,1000.0,-------,21.0,1295.0,6250.0,6250000.0,clien-0,Switch1,35.36,35.36,35.37008,0.0,124.944425,124944.0,1000.0,0.059605,0.000177,35.36,35.390417,25.0,75.02224,Normal
6066,4.1,24.24,499820.0,23.0,24.0,cbr,1000.0,-------,25.0,2371.0,6250.0,6250000.0,Router,server1,43.988538,43.988981,43.999061,0.000443,124.942826,124943.0,1000.0,0.059605,0.000821,43.968,43.999061,25.0,75.02288,Normal
6067,24.15,15.0,553619.0,23.0,22.0,ack,55.0,-------,16.0,15462.0,16092.0,885060.0,Router,Switch2,48.102568,48.102568,48.112571,0.0,328.206042,18051.3,55.0,0.008441,0.0,48.092565,48.122574,1.030045,50.060221,Normal
6068,2.0,24.2,222254.0,23.0,24.0,tcp,1540.0,-------,3.0,6931.0,16091.0,24780100.0,Router,server1,22.159136,22.159136,22.169259,0.0,328.26404,505526.0,1540.0,0.236321,0.0,22.13889,22.169259,1.0,50.018467,Normal
6069,24.1,10.0,106422.0,23.0,22.0,ack,55.0,-------,11.0,3317.0,16103.0,885665.0,Router,Switch2,11.245946,11.245946,11.255949,0.0,328.561918,18070.9,55.0,0.008446,0.0,11.235942,11.265952,1.030013,50.040562,Normal
6070,24.1,1.0,554422.0,24.0,23.0,ack,55.0,-------,2.0,15482.0,16091.0,885005.0,server1,Router,48.153606,48.153606,48.16361,0.0,328.297902,18056.4,55.0,0.00844,0.0,48.153606,48.183616,1.030016,50.043427,Normal
6071,9.0,24.9,328930.0,23.0,24.0,tcp,1540.0,-------,10.0,9798.0,16085.0,24770900.0,Router,server1,30.87725,30.878298,30.888421,0.001048,328.063862,505218.0,1540.0,0.236234,0.001723,30.856328,30.888421,1.0,50.030088,Normal
6072,24.2,2.0,278141.0,23.0,21.0,ack,55.0,-------,3.0,8520.0,16091.0,885005.0,Router,Switch1,26.970232,26.970232,26.980235,0.0,328.26412,18054.5,55.0,0.00844,0.0,26.960229,26.990238,1.030022,50.048477,Normal
6073,15.0,24.15,55691.0,15.0,22.0,tcp,1540.0,-------,16.0,1742.0,16092.0,24781700.0,clien-15,Switch2,6.452002,6.452002,6.462125,0.0,328.205808,505437.0,1540.0,0.236337,0.0,6.452002,6.482371,1.0,50.030211,Normal
6074,5.0,24.5,105215.0,23.0,24.0,tcp,1540.0,-------,6.0,3289.0,16091.0,24780100.0,Router,server1,11.140173,11.140173,11.150296,0.0,328.204637,505434.0,1540.0,0.236321,0.0,11.119926,11.150296,1.0,50.027339,Normal
6075,24.13,13.0,162995.0,22.0,13.0,ack,55.0,-------,14.0,5081.0,16103.0,885665.0,Switch2,clien-13,16.57979,16.57979,16.589794,0.0,328.460278,18065.3,55.0,0.008446,0.0,16.559784,16.589794,1.030032,50.055747,Normal
6076,24.0,0.0,315323.0,21.0,0.0,ack,55.0,-------,1.0,9462.0,16091.0,885005.0,Switch1,clien-0,29.832885,29.832885,29.842888,0.0,328.316229,18057.4,55.0,0.00844,0.0,29.812878,29.842888,1.03001,50.040685,Normal
6077,24.2,2.0,34744.0,24.0,23.0,ack,55.0,-------,3.0,1077.0,16091.0,885005.0,server1,Router,4.479509,4.479509,4.489512,0.0,328.26412,18054.5,55.0,0.00844,0.0,4.479509,4.509518,1.030022,50.048477,Normal
6078,24.11,11.0,247762.0,22.0,11.0,ack,55.0,-------,12.0,7727.0,16103.0,885665.0,Switch2,clien-11,24.56081,24.56081,24.570813,0.0,328.522947,18068.8,55.0,0.008446,0.0,24.540803,24.570813,1.030019,50.046382,Normal
6079,24.9,9.0,99162.0,24.0,23.0,ack,55.0,-------,10.0,3084.0,16085.0,884675.0,server1,Router,10.548598,10.548598,10.558602,0.0,328.064183,18043.5,55.0,0.008437,0.0,10.548598,10.578608,1.030058,50.060098,Normal
6080,11.2,24.53,28580.0,23.0,24.0,cbr,1500.0,-------,32.0,1094.0,9108.0,13662000.0,router,server1,27.64568,27.64724,27.65736,0.00156,1016.449678,1524670.0,1500.0,0.130291,0.03336,27.624,27.65736,1.0,9.960601,UDP-Flood
6081,12.0,24.12,406164.0,22.0,23.0,tcp,1540.0,-------,13.0,11755.0,16103.0,24798600.0,Switch2,Router,36.792922,36.792922,36.803045,0.0,328.491489,505876.0,1540.0,0.236498,0.0,36.782799,36.813169,1.0,50.021057,Normal
6082,10.1,24.3,582888.0,22.0,23.0,cbr,1000.0,-------,31.0,3335.0,6250.0,6250000.0,Switch2,Router,51.69008,51.69008,51.70016,0.0,124.944225,124944.0,1000.0,0.059605,8e-05,51.68,51.71032,25.0,75.02232,Normal
6083,24.13,13.0,170028.0,23.0,22.0,ack,55.0,-------,14.0,5292.0,16103.0,885665.0,Router,Switch2,17.23152,17.23152,17.241524,0.0,328.460278,18065.3,55.0,0.008446,0.0,17.221517,17.251527,1.030032,50.055747,Normal
6084,1.1,24.21,636571.0,1.0,21.0,cbr,1000.0,-------,22.0,6001.0,6250.0,6250000.0,clien-1,Switch1,73.008,73.008,73.01808,0.0,124.944025,124944.0,1000.0,0.059605,0.00016,73.008,73.0384,25.0,75.0224,Normal
6085,24.9,9.0,266045.0,23.0,21.0,ack,55.0,-------,10.0,8204.0,16085.0,884675.0,Router,Switch1,26.042134,26.042134,26.052138,0.0,328.064183,18043.5,55.0,0.008437,0.0,26.032131,26.062141,1.030058,50.060098,Normal
6086,1.1,24.21,257486.0,1.0,21.0,cbr,1000.0,-------,22.0,47.0,6250.0,6250000.0,clien-1,Switch1,25.376,25.376054,25.386134,5.4e-05,124.944025,124944.0,1000.0,0.059605,0.001661,25.376,25.407901,25.0,75.0224,Normal
6087,11.0,24.11,275601.0,23.0,24.0,tcp,1540.0,-------,12.0,8468.0,16103.0,24798600.0,Router,server1,26.786827,26.786827,26.79695,0.0,328.522879,505925.0,1540.0,0.236498,0.0,26.766581,26.79695,1.0,50.016373,Normal
6088,2.0,24.2,436194.0,2.0,21.0,tcp,1540.0,-------,3.0,12505.0,16091.0,24780100.0,clien-2,Switch1,39.086285,39.086285,39.096408,0.0,328.26404,505526.0,1540.0,0.236321,0.0,39.086285,39.116654,1.0,50.018467,Normal
6089,24.2,2.0,473424.0,21.0,2.0,ack,55.0,-------,3.0,13438.0,16091.0,885005.0,Switch1,clien-2,41.962171,41.962171,41.972174,0.0,328.26412,18054.5,55.0,0.00844,0.0,41.942165,41.972174,1.030022,50.048477,UDP-Flood
6090,6.0,24.6,463684.0,23.0,24.0,tcp,1540.0,-------,7.0,13201.0,16091.0,24780100.0,Router,server1,41.215294,41.215471,41.225594,0.000177,328.192835,505416.0,1540.0,0.236321,0.000177,41.195048,41.225594,1.0,50.029102,Normal
6091,24.12,12.0,557722.0,23.0,22.0,ack,55.0,-------,13.0,15563.0,16103.0,885665.0,Router,Switch2,48.417976,48.417976,48.427979,0.0,328.491596,18067.0,55.0,0.008446,0.0,48.407973,48.437982,1.030026,50.051067,Normal
6092,24.1,10.0,220588.0,22.0,10.0,ack,55.0,-------,11.0,6878.0,16103.0,885665.0,Switch2,clien-10,22.003693,22.003693,22.013696,0.0,328.561918,18070.9,55.0,0.008446,0.0,21.983686,22.013696,1.030013,50.040562,Normal
6093,24.5,5.0,36949.0,21.0,5.0,ack,55.0,-------,6.0,1146.0,16091.0,885005.0,Switch1,clien-5,4.70825,4.70825,4.718253,0.0,328.204851,18051.3,55.0,0.00844,0.0,4.688243,4.718253,1.030042,50.057349,Normal
6094,14.0,24.14,42181.0,23.0,24.0,tcp,1540.0,-------,15.0,1314.0,16103.0,24798600.0,Router,server1,5.199234,5.199357,5.20948,0.000123,328.431807,505785.0,1540.0,0.236498,0.000123,5.178987,5.20948,1.0,50.029965,Normal
6095,7.1,24.27,529452.0,23.0,24.0,cbr,1000.0,-------,28.0,2655.0,6250.0,6250000.0,Router,server1,46.26072,46.261328,46.271408,0.000608,124.941627,124942.0,1000.0,0.059605,0.001168,46.24,46.271408,25.0,75.02336,Normal
6096,9.1,24.29,599054.0,9.0,21.0,cbr,1000.0,-------,30.0,4138.0,6250.0,6250000.0,clien-9,Switch1,58.104,58.104,58.11408,0.0,124.940828,124941.0,1000.0,0.059605,0.00144,58.104,58.13568,25.0,75.02368,Normal
6097,24.2,2.0,77935.0,23.0,21.0,ack,55.0,-------,3.0,2427.0,16091.0,885005.0,Router,Switch1,8.560544,8.560544,8.570547,0.0,328.26412,18054.5,55.0,0.00844,0.0,8.550541,8.58055,1.030022,50.048477,Normal
6098,24.2,2.0,465979.0,23.0,21.0,ack,55.0,-------,3.0,13247.0,16091.0,885005.0,Router,Switch1,41.38065,41.38065,41.390654,0.0,328.26412,18054.5,55.0,0.00844,0.0,41.370647,41.400657,1.030022,50.048477,Normal
6099,24.1,10.0,63513.0,22.0,10.0,ack,55.0,-------,11.0,1981.0,16103.0,885665.0,Switch2,clien-10,7.21129,7.21129,7.221294,0.0,328.561918,18070.9,55.0,0.008446,0.0,7.191284,7.221294,1.030013,50.040562,Normal
6100,10.1,24.3,466773.0,10.0,22.0,cbr,1000.0,-------,31.0,2054.0,6250.0,6250000.0,clien-10,Switch2,41.432,41.432,41.44208,0.0,124.944225,124944.0,1000.0,0.059605,2.4e-05,41.432,41.462264,25.0,75.02232,Normal
6101,24.2,2.0,159338.0,23.0,21.0,ack,55.0,-------,3.0,4964.0,16091.0,885005.0,Router,Switch1,16.228256,16.228256,16.238259,0.0,328.26412,18054.5,55.0,0.00844,0.0,16.218252,16.248262,1.030022,50.048477,Normal
6102,17.2,24.59,71306.0,22.0,23.0,cbr,1500.0,-------,38.0,2733.0,9108.0,13662000.0,switch2,router,67.57048,67.57276,67.58288,0.00228,1016.424609,1524640.0,1500.0,0.130291,0.03576,67.56,67.59576,1.0,9.960822,UDP-Flood
6103,4.0,24.4,367462.0,4.0,21.0,tcp,1540.0,-------,5.0,10776.0,16091.0,24780100.0,clien-4,Switch1,33.815225,33.815225,33.825348,0.0,328.217832,505455.0,1540.0,0.236321,0.0,33.815225,33.845594,1.0,50.025368,Normal
6104,9.0,24.9,164074.0,21.0,23.0,tcp,1540.0,-------,10.0,5115.0,16085.0,24770900.0,Switch1,Router,16.67496,16.67496,16.685083,0.0,328.063862,505218.0,1540.0,0.236234,0.0,16.664837,16.695206,1.0,50.030088,Normal
6105,2.0,24.2,355202.0,2.0,21.0,tcp,1540.0,-------,3.0,10467.0,16091.0,24780100.0,clien-2,Switch1,32.872588,32.872588,32.882711,0.0,328.26404,505526.0,1540.0,0.236321,0.0016,32.872588,32.904557,1.0,50.018467,Normal
6106,10.2,24.52,677.0,23.0,24.0,cbr,1500.0,-------,31.0,26.0,8655.0,12982500.0,router,server1,1.662863,1.663463,1.673583,0.0006,962.684973,1444030.0,1500.0,0.123811,0.03144,1.642143,1.673583,1.0,9.99048,UDP-Flood
6107,24.5,5.0,440621.0,24.0,23.0,ack,55.0,-------,6.0,12605.0,16091.0,885005.0,server1,Router,39.425007,39.425007,39.43501,0.0,328.204851,18051.3,55.0,0.00844,0.0,39.425007,39.455016,1.030042,50.057349,Normal
6108,24.2,2.0,424655.0,21.0,2.0,ack,55.0,-------,3.0,12204.0,16091.0,885005.0,Switch1,clien-2,38.221335,38.221335,38.231338,0.0,328.26412,18054.5,55.0,0.00844,0.0,38.201328,38.231338,1.030022,50.048477,Normal
6109,11.2,24.53,26841.0,23.0,24.0,cbr,1500.0,-------,32.0,1028.0,9108.0,13662000.0,router,server1,26.079231,26.136797,26.146917,0.057566,1016.449678,1524670.0,1500.0,0.130291,0.13206,26.014857,26.146917,1.0,9.960601,UDP-Flood
6110,2.0,24.2,297245.0,21.0,23.0,tcp,1540.0,-------,3.0,9009.0,16091.0,24780100.0,Switch1,Router,28.437938,28.437938,28.448061,0.0,328.26404,505526.0,1540.0,0.236321,0.001477,28.427814,28.459661,1.0,50.018467,Normal
6111,13.0,24.13,500573.0,13.0,22.0,tcp,1540.0,-------,14.0,14131.0,16103.0,24798600.0,clien-13,Switch2,44.024253,44.024253,44.034376,0.0,328.460131,505828.0,1540.0,0.236498,0.0016,44.024253,44.056222,1.0,50.025737,Normal
6112,8.0,24.8,486398.0,21.0,23.0,tcp,1540.0,-------,9.0,13770.0,16088.0,24775500.0,Switch1,Router,42.947219,42.947773,42.957896,0.000554,328.11323,505294.0,1540.0,0.236278,0.0016,42.937096,42.969066,1.0,50.031854,Normal
6113,16.1,24.36,588771.0,22.0,23.0,cbr,1000.0,-------,37.0,3627.0,6250.0,6250000.0,Switch2,Router,54.02608,54.02656,54.03664,0.00048,124.941827,124942.0,1000.0,0.059605,0.00104,54.016,54.04728,25.0,75.02328,Normal
6114,24.1,1.0,552022.0,23.0,21.0,ack,55.0,-------,2.0,15420.0,16091.0,885005.0,Router,Switch1,47.97984,47.97984,47.989843,0.0,328.297902,18056.4,55.0,0.00844,0.0,47.969837,47.999846,1.030016,50.043427,Normal
6115,12.0,24.12,426020.0,12.0,22.0,tcp,1540.0,-------,13.0,12260.0,16103.0,24798600.0,clien-12,Switch2,38.306495,38.306495,38.316618,0.0,328.491489,505876.0,1540.0,0.236498,0.0,38.306495,38.336864,1.0,50.021057,Normal
6116,24.1,10.0,481484.0,22.0,10.0,ack,55.0,-------,11.0,13648.0,16103.0,885665.0,Switch2,clien-10,42.580431,42.580431,42.590434,0.0,328.561918,18070.9,55.0,0.008446,0.0,42.560424,42.590434,1.030013,50.040562,Normal
6117,24.6,6.0,547851.0,24.0,23.0,ack,55.0,-------,7.0,15305.0,16091.0,885005.0,server1,Router,47.650331,47.650331,47.660334,0.0,328.19309,18050.6,55.0,0.00844,0.0,47.650331,47.680341,1.030048,50.059112,Normal
6118,7.0,24.7,389114.0,7.0,21.0,tcp,1540.0,-------,8.0,11319.0,16090.0,24778600.0,clien-7,Switch1,35.473448,35.473448,35.483571,0.0,328.167486,505378.0,1540.0,0.236307,0.0016,35.473448,35.505418,1.0,50.029842,Normal
6119,2.0,24.2,193387.0,2.0,21.0,tcp,1540.0,-------,3.0,6031.0,16091.0,24780100.0,clien-2,Switch1,19.421826,19.421826,19.431949,0.0,328.26404,505526.0,1540.0,0.236321,0.0,19.421826,19.452195,1.0,50.018467,Normal
6120,2.0,24.2,433032.0,2.0,21.0,tcp,1540.0,-------,3.0,12429.0,16091.0,24780100.0,clien-2,Switch1,38.843976,38.843976,38.854099,0.0,328.26404,505526.0,1540.0,0.236321,0.000262,38.843976,38.874607,1.0,50.018467,Normal
6121,24.13,13.0,320530.0,23.0,22.0,ack,55.0,-------,14.0,9587.0,16103.0,885665.0,Router,Switch2,30.222485,30.222485,30.232489,0.0,328.460278,18065.3,55.0,0.008446,0.0,30.212482,30.242492,1.030032,50.055747,Normal
6122,4.0,24.4,142181.0,23.0,24.0,tcp,1540.0,-------,5.0,4439.0,16091.0,24780100.0,Router,server1,14.619946,14.619946,14.630069,0.0,328.217832,505455.0,1540.0,0.236321,0.0,14.5997,14.630069,1.0,50.025368,Normal
6123,1.1,24.21,594530.0,21.0,23.0,cbr,1000.0,-------,22.0,3914.0,6250.0,6250000.0,Switch1,Router,56.32208,56.32216,56.33224,8e-05,124.944025,124944.0,1000.0,0.059605,0.00016,56.312,56.3424,25.0,75.0224,Normal
